espece,nombre_total,coord_x,coord_y,altitude,annee,methode,typologie,structure_1,structure_2,localite,canton,bio1,bio12,bio2,bio5,pca1
Microtus agrestis (Campagnol agreste),1,699296,223672,886,2014,Lebendfalle : PVIV,Milieux humides (prairies humides),Ruisseau (sans végétation),NA,Altberg,SZ,69,17407,81,207,-1.71245760730855
Microtus agrestis (Campagnol agreste),1,699296,223672,886,2014,Lebendfalle : PVIV,Milieux humides (prairies humides),Ruisseau (sans végétation),NA,Altberg,SZ,69,17407,81,207,-1.71245760730855
Microtus agrestis (Campagnol agreste),1,699296,223672,886,2014,Lebendfalle : PVIV,Milieux humides (prairies humides),Ruisseau (sans végétation),NA,Altberg,SZ,69,17407,81,207,-1.71245760730855
Microtus agrestis (Campagnol agreste),1,699296,223672,886,2014,Lebendfalle : PVIV,Milieux humides (prairies humides),Ruisseau (sans végétation),NA,Altberg,SZ,69,17407,81,207,-1.71245760730855
Microtus agrestis (Campagnol agreste),1,699296,223672,886,2014,Lebendfalle : PVIV,Milieux humides (prairies humides),Ruisseau (sans végétation),NA,Altberg,SZ,69,17407,81,207,-1.71245760730855
Neomys fodiens (Musaraigne aquatique),1,699296,223672,886,2014,Lebendfalle : PVIV,Milieux humides (prairies humides),Ruisseau (sans végétation),NA,Altberg,SZ,69,17407,81,207,-1.71245760730855
Apodemus flavicollis (Mulot à collier),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Apodemus flavicollis (Mulot à collier),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Clethrionomys glareolus (Campagnol roussâtre),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Microtus agrestis (Campagnol agreste),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Microtus agrestis (Campagnol agreste),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Microtus agrestis (Campagnol agreste),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Microtus agrestis (Campagnol agreste),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Microtus agrestis (Campagnol agreste),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Microtus agrestis (Campagnol agreste),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Microtus agrestis (Campagnol agreste),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Microtus agrestis (Campagnol agreste),1,699442,224136,874,2014,Lebendfalle : PVIV,Milieux humides (Bas marais),Ruisseau (avec végétation),NA,Altberg,SZ,70,17403,81,208,-1.75487244636753
Microtus agrestis (Campagnol agreste),1,699461,208317,1310,2014,Pièges à capturer vivant : PVIV,Milieux humides (Bas marais),NA,Ruisseau (sans végétation),Oberiberg,SZ,52,21961,75,181,-0.746405023044215
Sorex araneus (Musaraigne carrelet),1,699461,208317,1310,2014,Pièges à capturer vivant : PVIV,Milieux humides (Bas marais),NA,Ruisseau (sans végétation),Oberiberg,SZ,52,21961,75,181,-0.746405023044215
Sorex araneus (Musaraigne carrelet),1,699461,208317,1310,2014,Pièges à capturer vivant : PVIV,Milieux humides (Bas marais),NA,Ruisseau (sans végétation),Oberiberg,SZ,52,21961,75,181,-0.746405023044215
Sorex araneus (Musaraigne carrelet),1,699461,208317,1310,2014,Pièges à capturer vivant : PVIV,Milieux humides (Bas marais),NA,Ruisseau (sans végétation),Oberiberg,SZ,52,21961,75,181,-0.746405023044215
Sorex araneus (Musaraigne carrelet),1,699461,208317,1310,2014,Pièges à capturer vivant : PVIV,Milieux humides (Bas marais),NA,Ruisseau (sans végétation),Oberiberg,SZ,52,21961,75,181,-0.746405023044215
Sorex araneus (Musaraigne carrelet),1,699461,208317,1310,2014,Pièges à capturer vivant : PVIV,Milieux humides (Bas marais),NA,Ruisseau (sans végétation),Oberiberg,SZ,52,21961,75,181,-0.746405023044215
Apodemus flavicollis (Mulot à collier),1,699789,208760,1230,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (avec végétation),Lisières forestières (conifères),Oberiberg,SZ,53,21959,76,184,-0.909088264980391
Apodemus sylvaticus (Mulot sylvestre),1,699789,208760,1230,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (avec végétation),Lisières forestières (conifères),Oberiberg,SZ,53,21959,76,184,-0.909088264980391
Apodemus sylvaticus (Mulot sylvestre),1,699789,208760,1230,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (avec végétation),Lisières forestières (conifères),Oberiberg,SZ,53,21959,76,184,-0.909088264980391
Clethrionomys glareolus (Campagnol roussâtre),1,699789,208760,1230,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (avec végétation),Lisières forestières (conifères),Oberiberg,SZ,53,21959,76,184,-0.909088264980391
Clethrionomys glareolus (Campagnol roussâtre),1,699789,208760,1230,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (avec végétation),Lisières forestières (conifères),Oberiberg,SZ,53,21959,76,184,-0.909088264980391
Microtus agrestis (Campagnol agreste),1,699789,208760,1230,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (avec végétation),Lisières forestières (conifères),Oberiberg,SZ,53,21959,76,184,-0.909088264980391
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699847,208701,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21985,75,183,-0.896589351841054
Clethrionomys glareolus (Campagnol roussâtre),1,699850,208770,1215,2014,Pièges à capturer vivant : PVIV,Milieux humides (prairies humides),Lisières forestières (conifères),Ruisseau (avec végétation),Oberiberg,SZ,53,21985,75,183,-0.894904858373529
Clethrionomys glareolus (Campagnol roussâtre),1,699850,208770,1215,2014,Pièges à capturer vivant : PVIV,Milieux humides (prairies humides),Lisières forestières (conifères),Ruisseau (avec végétation),Oberiberg,SZ,53,21985,75,183,-0.894904858373529
Clethrionomys glareolus (Campagnol roussâtre),1,699850,208770,1215,2014,Pièges à capturer vivant : PVIV,Milieux humides (prairies humides),Lisières forestières (conifères),Ruisseau (avec végétation),Oberiberg,SZ,53,21985,75,183,-0.894904858373529
Clethrionomys glareolus (Campagnol roussâtre),1,699850,208770,1215,2014,Pièges à capturer vivant : PVIV,Milieux humides (prairies humides),Lisières forestières (conifères),Ruisseau (avec végétation),Oberiberg,SZ,53,21985,75,183,-0.894904858373529
Clethrionomys glareolus (Campagnol roussâtre),1,699850,208770,1215,2014,Pièges à capturer vivant : PVIV,Milieux humides (prairies humides),Lisières forestières (conifères),Ruisseau (avec végétation),Oberiberg,SZ,53,21985,75,183,-0.894904858373529
Clethrionomys glareolus (Campagnol roussâtre),1,699850,208770,1215,2014,Pièges à capturer vivant : PVIV,Milieux humides (prairies humides),Lisières forestières (conifères),Ruisseau (avec végétation),Oberiberg,SZ,53,21985,75,183,-0.894904858373529
Clethrionomys glareolus (Campagnol roussâtre),1,699850,208770,1215,2014,Pièges à capturer vivant : PVIV,Milieux humides (prairies humides),Lisières forestières (conifères),Ruisseau (avec végétation),Oberiberg,SZ,53,21985,75,183,-0.894904858373529
Microtus agrestis (Campagnol agreste),1,699850,208770,1215,2014,Pièges à capturer vivant : PVIV,Milieux humides (prairies humides),Lisières forestières (conifères),Ruisseau (avec végétation),Oberiberg,SZ,53,21985,75,183,-0.894904858373529
Sorex araneus (Musaraigne carrelet),1,699850,208770,1215,2014,Pièges à capturer vivant : PVIV,Milieux humides (prairies humides),Lisières forestières (conifères),Ruisseau (avec végétation),Oberiberg,SZ,53,21985,75,183,-0.894904858373529
Sorex araneus (Musaraigne carrelet),1,699850,208770,1215,2014,Pièges à capturer vivant : PVIV,Milieux humides (prairies humides),Lisières forestières (conifères),Ruisseau (avec végétation),Oberiberg,SZ,53,21985,75,183,-0.894904858373529
Apodemus sylvaticus (Mulot sylvestre),1,699888,208742,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21987,75,183,-0.900573472596333
Clethrionomys glareolus (Campagnol roussâtre),1,699888,208742,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21987,75,183,-0.900573472596333
Microtus agrestis (Campagnol agreste),1,699888,208742,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21987,75,183,-0.900573472596333
Microtus agrestis (Campagnol agreste),1,699888,208742,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21987,75,183,-0.900573472596333
Microtus agrestis (Campagnol agreste),1,699888,208742,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21987,75,183,-0.900573472596333
Sorex araneus (Musaraigne carrelet),1,699888,208742,1214,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Ruisseau (avec végétation),NA,Oberiberg,SZ,53,21987,75,183,-0.900573472596333
Microtus agrestis (Campagnol agreste),1,700770,211463,1160,2014,Pièges à capturer vivant : PVIV,Milieux humides (Bas marais),NA,NA,Oberiberg,SZ,56,21436,76,188,-1.06084216926342
Sorex araneus (Musaraigne carrelet),1,700770,211463,1160,2014,Pièges à capturer vivant : PVIV,Milieux humides (Bas marais),NA,NA,Oberiberg,SZ,56,21436,76,188,-1.06084216926342
Apodemus flavicollis (Mulot à collier),1,704050,211780,890,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Lisières forestières (conifères),NA,Unteriberg,SZ,62,20568,79,197,-1.3801090524281
Microtus agrestis (Campagnol agreste),1,704050,211780,890,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Lisières forestières (conifères),NA,Unteriberg,SZ,62,20568,79,197,-1.3801090524281
Microtus agrestis (Campagnol agreste),1,704050,211780,890,2014,Pièges à capturer vivant : PVIV,Milieux forestiers (conifères),Lisières forestières (conifères),NA,Unteriberg,SZ,62,20568,79,197,-1.3801090524281
Microtus agrestis (Campagnol agreste),2,704065,212780,890,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (sans végétation),NA,Unteriberg,SZ,66,20165,81,203,-1.68586914662996
Neomys fodiens (Musaraigne aquatique),1,704065,212780,890,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (sans végétation),NA,Unteriberg,SZ,66,20165,81,203,-1.68586914662996
Sorex araneus (Musaraigne carrelet),1,704065,212780,890,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (sans végétation),NA,Unteriberg,SZ,66,20165,81,203,-1.68586914662996
Sorex araneus (Musaraigne carrelet),1,704065,212780,890,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (sans végétation),NA,Unteriberg,SZ,66,20165,81,203,-1.68586914662996
Sorex araneus (Musaraigne carrelet),1,704065,212780,890,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (sans végétation),NA,Unteriberg,SZ,66,20165,81,203,-1.68586914662996
Clethrionomys glareolus (Campagnol roussâtre),2,704100,211500,1000,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (sans végétation),NA,Unteriberg,SZ,64,20703,80,200,-1.53907080427484
Clethrionomys glareolus (Campagnol roussâtre),2,704100,211500,1000,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (sans végétation),NA,Unteriberg,SZ,64,20703,80,200,-1.53907080427484
Sorex araneus (Musaraigne carrelet),2,704100,211500,1000,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (sans végétation),NA,Unteriberg,SZ,64,20703,80,200,-1.53907080427484
Microtus agrestis (Campagnol agreste),11,704195,215515,900,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (sans végétation),NA,Einsiedeln,SZ,65,19232,80,202,-1.63281993088807
Sorex araneus (Musaraigne carrelet),2,704195,215515,900,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (sans végétation),NA,Einsiedeln,SZ,65,19232,80,202,-1.63281993088807
Apodemus flavicollis (Mulot à collier),2,704275,215235,900,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Apodemus flavicollis (Mulot à collier),3,704275,215235,900,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Apodemus sylvaticus (Mulot sylvestre),1,704275,215235,900,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Clethrionomys glareolus (Campagnol roussâtre),1,704275,215235,900,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Microtus agrestis (Campagnol agreste),2,704275,215235,900,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Microtus agrestis (Campagnol agreste),3,704275,215235,900,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Apodemus flavicollis (Mulot à collier),1,704280,215235,895,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Apodemus sylvaticus (Mulot sylvestre),2,704280,215235,895,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Clethrionomys glareolus (Campagnol roussâtre),1,704280,215235,895,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Microtus agrestis (Campagnol agreste),8,704280,215235,895,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Microtus agrestis (Campagnol agreste),6,704280,215235,895,2014,Pièges à capturer vivant : PVIV,Prairies,Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,65,19323,80,202,-1.63423842389945
Apodemus sylvaticus (Mulot sylvestre),1,704365,211485,1100,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (avec végétation),NA,Unteriberg,SZ,61,20647,79,196,-1.33261039917912
Sorex araneus (Musaraigne carrelet),1,704365,211485,1100,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (avec végétation),NA,Unteriberg,SZ,61,20647,79,196,-1.33261039917912
Sorex araneus (Musaraigne carrelet),2,704365,211485,1100,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (avec végétation),NA,Unteriberg,SZ,61,20647,79,196,-1.33261039917912
Sorex araneus (Musaraigne carrelet),3,704365,211485,1100,2014,Pièges à capturer vivant : PVIV,Prairies,Ruisseau (avec végétation),NA,Unteriberg,SZ,61,20647,79,196,-1.33261039917912
Microtus agrestis (Campagnol agreste),4,704856,215330,900,2014,Pièges à capturer vivant : PVIV,Milieux humides (Bas marais),Structures linéaires arborées dans les paysages agricoles,NA,Einsiedeln,SZ,66,19376,80,202,-1.66530855669588
